,Female,Male,Not_Married,Married,No_Dependent,1_Dependent,2_Dependents,3+_Dependents,Graduate,Not_Graduate,Not_Self_Employed,Self_Employed,Rural,Semiurban,Urban,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status
255,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,4100,0.0,124.0,360.0,1.0,1
256,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,4053,2426.0,158.0,360.0,0.0,0
257,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3927,800.0,112.0,360.0,1.0,1
258,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,2301,985.7999877999997,78.0,180.0,1.0,1
259,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1811,1666.0,54.0,360.0,1.0,1
260,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,20667,0.0,146.41216216216216,360.0,1.0,0
261,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,3158,3053.0,89.0,360.0,1.0,1
262,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2600,1717.0,99.0,300.0,1.0,0
263,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3704,2000.0,120.0,360.0,1.0,1
264,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4124,0.0,115.0,360.0,1.0,1
265,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,9508,0.0,187.0,360.0,1.0,1
266,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3075,2416.0,139.0,360.0,1.0,1
267,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,4400,0.0,127.0,360.0,0.0,0
268,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3153,1560.0,134.0,360.0,1.0,1
269,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2383,3334.0,172.0,360.0,1.0,1
270,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,6875,0.0,200.0,360.0,1.0,1
271,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,4666,0.0,135.0,360.0,1.0,1
272,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,5000,2541.0,151.0,480.0,1.0,0
273,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,2014,2925.0,113.0,360.0,1.0,0
274,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1800,2934.0,93.0,360.0,0.0,0
275,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,5000,0.0,132.0,360.0,1.0,1
276,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1625,1803.0,96.0,360.0,1.0,1
277,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,4000,2500.0,140.0,360.0,1.0,1
278,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,2000,0.0,146.41216216216216,360.0,1.0,0
279,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,3762,1666.0,135.0,360.0,1.0,1
280,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2400,1863.0,104.0,360.0,0.0,0
281,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,20233,0.0,480.0,360.0,1.0,0
282,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,7667,0.0,185.0,360.0,1.0,1
283,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2917,0.0,84.0,360.0,1.0,1
284,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,1
285,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2507,0.0,56.0,360.0,1.0,1
286,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,5746,0.0,144.0,84.0,1.0,1
287,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,3399,1640.0,111.0,180.0,1.0,1
288,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3717,0.0,120.0,360.0,1.0,1
289,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2058,2134.0,88.0,360.0,1.0,1
290,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,3541,0.0,112.0,360.0,1.0,1
291,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,10000,0.0,155.0,360.0,1.0,0
292,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2400,2167.0,115.0,360.0,1.0,1
293,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,4342,189.0,124.0,360.0,1.0,1
294,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,3601,1590.0,146.41216216216216,360.0,1.0,1
295,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,3166,2985.0,132.0,360.0,1.0,1
296,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,15000,0.0,300.0,360.0,1.0,1
297,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,8666,4983.0,376.0,360.0,0.0,0
298,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,4917,0.0,130.0,360.0,0.0,1
299,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,5818,2160.0,184.0,360.0,1.0,1
300,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,4333,2451.0,110.0,360.0,1.0,0
301,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2500,0.0,67.0,360.0,1.0,1
302,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,4384,1793.0,117.0,360.0,1.0,1
303,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2935,0.0,98.0,360.0,1.0,1
304,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,2500,4600.0,176.0,360.0,1.0,1
305,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1830,0.0,146.41216216216216,360.0,0.0,0
306,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4160,0.0,71.0,360.0,1.0,1
307,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,2647,1587.0,173.0,360.0,1.0,0
308,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2378,0.0,46.0,360.0,1.0,0
309,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,4554,1229.0,158.0,360.0,1.0,1
310,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,3173,0.0,74.0,360.0,1.0,1
311,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2499,2458.0,160.0,360.0,1.0,1
312,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,3083,2168.0,126.0,360.0,1.0,1
313,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,6333,4583.0,259.0,360.0,1.0,1
314,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2625,6250.0,187.0,360.0,1.0,1
315,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,9083,0.0,228.0,360.0,1.0,1
316,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,8750,4167.0,308.0,360.0,1.0,0
317,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,2666,2083.0,95.0,360.0,1.0,1
318,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,5500,0.0,105.0,360.0,0.0,0
319,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2423,505.0,130.0,360.0,1.0,1
320,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,8333,3167.0,165.0,360.0,1.0,1
321,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3875,0.0,67.0,360.0,1.0,0
322,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,3000,1666.0,100.0,480.0,0.0,0
323,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,5167,3167.0,200.0,360.0,1.0,1
324,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,4723,0.0,81.0,360.0,1.0,0
325,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5000,3667.0,236.0,360.0,1.0,1
326,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4750,2333.0,130.0,360.0,1.0,1
327,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3013,3033.0,95.0,300.0,1.0,1
328,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,6822,0.0,141.0,360.0,1.0,1
329,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,6216,0.0,133.0,360.0,1.0,0
330,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2500,0.0,96.0,480.0,1.0,0
331,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,5124,0.0,124.0,360.0,0.0,0
332,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,6325,0.0,175.0,360.0,1.0,1
333,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,19730,5266.0,570.0,360.0,1.0,0
334,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,15759,0.0,55.0,360.0,1.0,1
335,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5185,0.0,155.0,360.0,1.0,1
336,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,9323,7873.0,380.0,300.0,1.0,1
337,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,3062,1987.0,111.0,180.0,0.0,0
338,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4817,923.0,120.0,180.0,1.0,1
339,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,8750,4996.0,130.0,360.0,1.0,1
340,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,4310,0.0,130.0,360.0,1.0,1
341,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3069,0.0,71.0,480.0,1.0,0
342,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,5391,0.0,130.0,360.0,1.0,1
343,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,5941,4232.0,296.0,360.0,1.0,1
344,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,6000,0.0,156.0,360.0,1.0,1
345,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,7167,0.0,128.0,360.0,1.0,1
346,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,4566,0.0,100.0,360.0,1.0,0
347,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,1
348,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,3010,3136.0,146.41216216216216,360.0,0.0,0
349,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2333,2417.0,136.0,360.0,1.0,1
350,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5488,0.0,125.0,360.0,1.0,1
351,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,9167,0.0,185.0,360.0,1.0,1
352,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,9504,0.0,275.0,360.0,1.0,1
353,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2583,2115.0,120.0,360.0,1.0,1
354,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1993,1625.0,113.0,180.0,1.0,1
355,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3100,1400.0,113.0,360.0,1.0,1
356,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3276,484.0,135.0,360.0,1.0,1
357,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,3180,0.0,71.0,360.0,0.0,0
358,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3033,1459.0,95.0,360.0,1.0,1
359,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3902,1666.0,109.0,360.0,1.0,1
360,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1500,1800.0,103.0,360.0,0.0,0
361,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,2889,0.0,45.0,180.0,0.0,0
362,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,2755,0.0,65.0,300.0,1.0,0
363,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2500,20000.0,103.0,360.0,1.0,1
364,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1963,0.0,53.0,360.0,1.0,1
365,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,7441,0.0,194.0,360.0,1.0,0
366,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,4547,0.0,115.0,360.0,1.0,1
367,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2167,2400.0,115.0,360.0,1.0,1
368,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2213,0.0,66.0,360.0,1.0,1
369,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8300,0.0,152.0,300.0,0.0,0
370,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,81000,0.0,360.0,360.0,0.0,0
371,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3867,0.0,62.0,360.0,1.0,0
372,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,6096,0.0,218.0,360.0,0.0,0
373,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,2253,2033.0,110.0,360.0,1.0,1
374,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2149,3237.0,178.0,360.0,0.0,0
375,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2995,0.0,60.0,360.0,1.0,1
376,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,2600,0.0,160.0,360.0,1.0,0
377,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1600,20000.0,239.0,360.0,1.0,0
378,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1025,2773.0,112.0,360.0,1.0,1
379,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3246,1417.0,138.0,360.0,1.0,1
380,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5829,0.0,138.0,360.0,1.0,1
381,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2720,0.0,80.0,360.0,0.0,0
382,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1820,1719.0,100.0,360.0,1.0,1
383,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,7250,1667.0,110.0,360.0,0.0,0
384,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,14880,0.0,96.0,360.0,1.0,1
385,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2666,4300.0,121.0,360.0,1.0,1
386,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,4606,0.0,81.0,360.0,1.0,0
387,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,5935,0.0,133.0,360.0,1.0,1
388,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2920,16.12000084,87.0,360.0,1.0,1
389,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,2717,0.0,60.0,180.0,1.0,1
390,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,8624,0.0,150.0,360.0,1.0,1
391,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,6500,0.0,105.0,360.0,0.0,0
392,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2425,2340.0,143.0,360.0,1.0,1
393,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,3750,0.0,100.0,360.0,1.0,1
394,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1926,1851.0,50.0,360.0,1.0,1
395,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2213,1125.0,146.41216216216216,360.0,1.0,1
396,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,10416,0.0,187.0,360.0,0.0,0
397,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,7142,0.0,138.0,360.0,1.0,1
398,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,3660,5064.0,187.0,360.0,1.0,1
399,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,7901,1833.0,180.0,360.0,1.0,1
400,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,4707,1993.0,148.0,360.0,1.0,1
401,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,37719,0.0,152.0,360.0,1.0,1
402,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,7333,8333.0,175.0,300.0,1.0,1
403,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,3466,1210.0,130.0,360.0,1.0,1
404,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,4652,0.0,110.0,360.0,1.0,1
405,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3340,1710.0,150.0,360.0,0.0,0
406,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,2769,1542.0,190.0,360.0,1.0,0
407,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,2309,1255.0,125.0,360.0,0.0,0
408,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1958,1456.0,60.0,300.0,1.0,1
409,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3948,1733.0,149.0,360.0,0.0,0
410,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2483,2466.0,90.0,180.0,0.0,1
411,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,7085,0.0,84.0,360.0,1.0,1
412,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,3859,0.0,96.0,360.0,1.0,1
413,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4301,0.0,118.0,360.0,1.0,1
414,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,3708,2569.0,173.0,360.0,1.0,0
415,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,4354,0.0,136.0,360.0,1.0,1
416,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8334,0.0,160.0,360.0,1.0,0
417,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,7740,0.0,128.0,180.0,1.0,1
418,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3015,2188.0,153.0,360.0,1.0,1
419,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4166,0.0,98.0,360.0,0.0,0
420,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,6000,0.0,140.0,360.0,1.0,1
421,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,2947,1664.0,70.0,180.0,0.0,0
422,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4333,2451.0,110.0,360.0,1.0,0
423,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,3450,2079.0,162.0,360.0,1.0,1
424,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,2653,1500.0,113.0,180.0,0.0,0
425,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,4691,0.0,100.0,360.0,1.0,1
426,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,2500,0.0,93.0,360.0,1.0,1
427,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,5532,4648.0,162.0,360.0,1.0,1
428,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,16525,1014.0,150.0,360.0,1.0,1
429,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6700,1750.0,230.0,300.0,1.0,1
430,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,16667,2250.0,86.0,360.0,1.0,1
431,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,2947,1603.0,146.41216216216216,360.0,1.0,0
432,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,4350,0.0,154.0,360.0,1.0,1
433,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,3095,0.0,113.0,360.0,1.0,1
434,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2083,3150.0,128.0,360.0,1.0,1
435,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,10833,0.0,234.0,360.0,1.0,1
436,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8333,0.0,246.0,360.0,1.0,1
437,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1958,2436.0,131.0,360.0,1.0,1
438,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3547,0.0,80.0,360.0,0.0,0
439,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,18333,0.0,500.0,360.0,1.0,0
440,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,4583,2083.0,160.0,360.0,1.0,1
441,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2435,0.0,75.0,360.0,1.0,0
442,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2699,2785.0,96.0,360.0,1.0,1
443,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,5333,1131.0,186.0,360.0,1.0,1
444,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3691,0.0,110.0,360.0,1.0,1
445,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,17263,0.0,225.0,360.0,1.0,1
446,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3597,2157.0,119.0,360.0,0.0,0
447,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,3326,913.0,105.0,84.0,1.0,1
448,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,2600,1700.0,107.0,360.0,1.0,1
449,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4625,2857.0,111.0,12.0,1.0,1
450,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,2895,0.0,95.0,360.0,1.0,1
451,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,6283,4416.0,209.0,360.0,0.0,0
452,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,645,3683.0,113.0,480.0,1.0,1
453,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,3159,0.0,100.0,360.0,1.0,1
454,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,4865,5624.0,208.0,360.0,1.0,1
455,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,4050,5302.0,138.0,360.0,1.0,0
456,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,3814,1483.0,124.0,300.0,1.0,1
457,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3510,4416.0,243.0,360.0,1.0,1
458,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,20833,6667.0,480.0,360.0,1.0,1
459,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,2479,3013.0,188.0,360.0,1.0,1
460,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,13262,0.0,40.0,360.0,1.0,1
461,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,3598,1287.0,100.0,360.0,1.0,0
462,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,6065,2004.0,250.0,360.0,1.0,1
463,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,3283,2035.0,148.0,360.0,1.0,1
464,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2130,6666.0,70.0,180.0,1.0,0
465,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,5815,3666.0,311.0,360.0,1.0,0
466,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,3466,3428.0,150.0,360.0,1.0,1
467,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,2031,1632.0,113.0,480.0,1.0,1
468,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4683,1915.0,185.0,360.0,1.0,0
469,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,3400,0.0,95.0,360.0,1.0,0
470,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,2192,1742.0,45.0,360.0,1.0,1
471,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,2500,0.0,55.0,360.0,1.0,1
472,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,5677,1424.0,100.0,360.0,1.0,1
473,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,7948,7166.0,480.0,360.0,1.0,1
474,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,4680,2087.0,146.41216216216216,360.0,1.0,0
475,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,17500,0.0,400.0,360.0,1.0,1
476,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3775,0.0,110.0,360.0,1.0,1
477,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,5285,1430.0,161.0,360.0,0.0,1
478,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,2679,1302.0,94.0,360.0,1.0,1
479,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,6783,0.0,130.0,360.0,1.0,1
480,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1025,5500.0,216.0,360.0,1.0,1
481,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,4281,0.0,100.0,360.0,1.0,1
482,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3588,0.0,110.0,360.0,0.0,0
483,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,11250,0.0,196.0,360.0,1.0,0
484,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,18165,0.0,125.0,360.0,1.0,1
485,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,6133,3906.0,324.0,360.0,1.0,1
486,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3617,0.0,107.0,360.0,1.0,1
487,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,2917,536.0,66.0,360.0,1.0,0
488,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,6417,0.0,157.0,180.0,1.0,1
489,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,4608,2845.0,140.0,180.0,1.0,1
490,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2138,0.0,99.0,360.0,0.0,0
491,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,2239,2524.0,128.0,360.0,1.0,1
492,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,3017,663.0,102.0,360.0,1.0,1
493,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2768,1950.0,155.0,360.0,1.0,1
494,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,3358,0.0,80.0,36.0,1.0,0
495,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,2526,1783.0,145.0,360.0,1.0,1
496,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,5000,0.0,103.0,360.0,0.0,0
497,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,2785,2016.0,110.0,360.0,1.0,1
498,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,6633,0.0,146.41216216216216,360.0,0.0,0
499,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,2492,2375.0,146.41216216216216,360.0,1.0,1
500,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,3333,3250.0,158.0,360.0,1.0,1
501,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,2454,2333.0,181.0,360.0,0.0,0
502,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3593,4266.0,132.0,180.0,0.0,0
503,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,5468,1032.0,26.0,360.0,1.0,1
504,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2667,1625.0,84.0,360.0,1.0,1
505,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,10139,0.0,260.0,360.0,1.0,1
506,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3887,2669.0,162.0,360.0,1.0,1
507,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,4180,2306.0,182.0,360.0,1.0,1
508,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,3675,242.0,108.0,360.0,1.0,1
509,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,19484,0.0,600.0,360.0,1.0,1
510,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,5923,2054.0,211.0,360.0,1.0,1
511,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,5800,0.0,132.0,360.0,1.0,1
512,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8799,0.0,258.0,360.0,0.0,0
